Mes;Ano;Mes_Ano;CI_Pop_Uniforme;CII_Ambientalistas;CIII_Perdularios;CIV_PopUnif_RendaLinear;CV_PopUnif_RendaEquilibrio;CVI_PopUnif_RendaDesequilibrio;CVII_PopAleat_RendaLinear;CVIII_PopAleat_RendaEquilibrio;CIX_PopAleat_RendaDesequilibrio;CX_Ambient_RendaLinear;CXI_Ambient_RendaEquilibrio;CXII_Ambient_RendaDesequilibrio;CXIII_Perdul_RendaLinear;CXIV_Perdul_RendaEquilibrio;CXV_Perdul_RendaDesequilibrio;CXVI_PopUnif_RendaAleatLinear;CXVII_PopUnif_RendaAleatEquilibrio;CXVIII_PopUnif_RendaAleatDesequilibrio
1;2016;1/2016;207417,10579243407;207364,03016995097;207401,05151093513;207417,10579243407;207417,10579243407;207417,10579243407;207397,82372511693;207397,82372511693;207397,82372511693;207364,03016995097;207364,03016995097;207364,03016995097;207401,05151093513;207401,05151093513;207401,05151093513;206836,6892371954;207289,67162004646;207227,06323131494
2;2016;2/2016;207482,53646512478;207375,5518850465;207449,43376786672;207482,53646512478;207482,53646512478;207482,53646512478;207462,59660590254;207462,59660590254;207462,59660590254;207375,5518850465;207375,5518850465;207375,5518850465;207449,43376786672;207449,43376786672;207449,43376786672;207044,0277920683;207114,37165638068;206656,24251898096
3;2016;3/2016;207547,98938423864;207387,07751752078;207497,83247476537;207547,98938423864;207547,98938423864;207547,98938423864;207528,04274546652;207528,04274546652;207528,04274546652;207387,07751752078;207387,07751752078;207387,07751752078;207497,83247476537;207497,83247476537;207497,83247476537;206866,22576091767;207345,269401566;207094,03639232615
4;2016;4/2016;207613,46455734633;207398,60706871032;207546,24763722546;207613,46455734633;207613,46455734633;207613,46455734633;207593,51113671673;207593,51113671673;207593,51113671673;207398,60706871032;207398,60706871032;207398,60706871032;207546,24763722546;207546,24763722546;207546,24763722546;207175,5748470068;207260,47613825838;207764,30176382858
5;2016;5/2016;207678,96199201143;207410,1405399513;207594,67926083467;207678,96199201143;207678,96199201143;207678,96199201143;207659,00178721914;207659,00178721914;207659,00178721914;207410,1405399513;207410,1405399513;207410,1405399513;207594,67926083467;207594,67926083467;207594,67926083467;207064,5852185721;207205,23230557964;207896,3622532563
6;2016;6/2016;207744,48169580425;207421,67793256912;207643,12735119957;207744,48169580425;207744,48169580425;207744,48169580425;207724,51470454232;207724,51470454232;207724,51470454232;207421,67793256912;207421,67793256912;207421,67793256912;207643,12735119957;207643,12735119957;207643,12735119957;207549,9034503828;207145,53164593858;208133,91279720975
7;2016;7/2016;207810,02367629154;207433,21924789602;207691,59191391454;207810,02367629154;207810,02367629154;207810,02367629154;207790,04989625415;207790,04989625415;207790,04989625415;207433,21924789602;207433,21924789602;207433,21924789602;207691,59191391454;207691,59191391454;207691,59191391454;207508,9567731007;206893,2304962499;208092,71045611848
8;2016;8/2016;207875,58794105938;207444,76448727679;207740,0729545815;207875,58794105938;207875,58794105938;207875,58794105938;207855,60736993444;207855,60736993444;207855,60736993444;207444,76448727679;207444,76448727679;207444,76448727679;207740,0729545815;207740,0729545815;207740,0729545815;207973,0727162665;207061,53597527972;207618,56705208763
9;2016;9/2016;207941,1744976767;207456,31365203674;207788,5704788037;207941,1744976767;207941,1744976767;207941,1744976767;207921,1871331572;207921,1871331572;207921,1871331572;207456,31365203674;207456,31365203674;207456,31365203674;207788,5704788037;207788,5704788037;207788,5704788037;207347,9335791173;207099,2777301415;207410,7168497125
10;2016;10/2016;208006,78335372414;207467,86674351792;207837,08449218038;208006,78335372414;208006,78335372414;208006,78335372414;207986,78919350155;207986,78919350155;207986,78919350155;207467,86674351792;207467,86674351792;207467,86674351792;207837,08449218038;207837,08449218038;207837,08449218038;207583,41284945369;207737,07961573842;208243,9345642932
11;2016;11/2016;208072,4145167818;207479,4237630428;207885,6150003268;208072,4145167818;208072,4145167818;208072,4145167818;208052,4135585446;208052,4135585446;208052,4135585446;207479,4237630428;207479,4237630428;207479,4237630428;207885,6150003268;207885,6150003268;207885,6150003268;207769,60700952788;208288,73885795556;207412,47983010943
12;2016;12/2016;208138,06799443375;207490,98471195734;207934,1620088425;208138,06799443375;208138,06799443375;208138,06799443375;208118,06023587086;208118,06023587086;208118,06023587086;207490,98471195734;207490,98471195734;207490,98471195734;207934,1620088425;207934,1620088425;207934,1620088425;207580,12209508827;207527,80305523274;207996,99468287601
1;2017;1/2017;208203,7437942722;207502,54959159106;207982,72552334788;208638,94205946938;208654,65653933663;208658,99087820188;208618,89732809097;208634,6101434304;208638,94400589447;207572,3610713878;207575,13659629948;207574,89101747467;208313,38165115533;208325,0159112495;208329,49940017532;207383,35487214412;207776,81961082405;207522,84566418192
2;2017;2/2017;208269,44192388083;207514,11840329235;208031,3055494413;208704,75104902723;208720,47087181645;208724,80668435668;208684,69950243944;208700,41766013572;208704,75299611242;207583,953618986;207586,730087576;207586,48442525466;208362,03699287522;208373,67520861665;208378,16022192826;207831,75003821607;208165,92681962668;207697,7465381077
3;2017;3/2017;208335,1623908444;207525,6911483793;208079,90209274236;208770,58241364386;208786,30758117206;208790,64486788996;208750,52404953027;208766,24755139832;208770,5843613908;207595,5501080518;207598,3275206406;207598,08177479423;208410,7088774121;208422,35105014677;208426,83758836388;208081,2888328431;207293,51045171768;207693,259859182
4;2017;4/2017;208400,90520277264;207537,26782820438;208128,5151588687;208836,4328031215;208852,16331720946;208856,50207860259;208816,37097696352;208832,0998248251;208836,43810933075;207607,15053992285;207609,92889683266;207609,68306743228;208459,39395258806;208471,0400836632;208475,5281473019;208501,05541003443;208192,6997962126;207642,00480075047
5;2017;5/2017;208466,65790184718;207548,8484441;208177,13228802982;208902,30151803987;208918,03738050218;208922,37761707514;208882,23693455465;208897,97113022415;208902,31088974673;207618,7549159405;207621,53421749096;207621,28830450925;208508,09151699775;208519,74160775798;208524,23119733814;207886,7892815723;208018,10834031686;208442,63572369356
6;2017;6/2017;208532,43057926637;207560,4329973984;208225,76356944692;208968,19262832505;208983,93384097982;208988,2755532335;208948,12122287916;208963,86076817554;208968,20200321727;207630,36323744708;207633,1434839608;207632,8974873682;208556,8056385819;208568,45969037144;208572,95080641334;207970,10901340333;208452,58523550542;208015,39607308008
7;2017;7/2017;208598,22561941258;207572,02148946506;208274,41138549682;209034,10614158565;209049,8527062537;209054,19589468904;209014,02791186288;209029,77280860415;209034,11551966576;207641,97550578328;207644,75669758057;207644,5106173494;208605,53632296532;208617,19433713338;208621,68698015378;208357,1773609793;208438,63125103962;208065,80230076582
8;2017;8/2017;208664,04302985108;207583,6139216063;208323,07574179533;209100,04206544088;209115,7939839401;209120,13864906;209079,9570091201;209095,7072591262;209100,05144670987;207653,59172229018;207656,37385969213;207656,1276957941;208654,2835757817;208665,9455536748;208670,43972419374;208143,78421662492;208446,29729172293;207803,2618172128
9;2017;9/2017;208729,8828182154;207595,21029517078;208371,75664398517;209166,00040750726;209181,75768165902;209186,10382396443;209145,90852226777;209161,6641273584;209166,00979196545;207665,21188830954;207667,9949716385;207667,7487240446;208703,0474026628;208714,71334562806;208719,20904416463;207803,61831168446;208132,5364830954;208187,85325718595
10;2017;10/2017;208795,73940587186;207606,81061150713;208420,4485114403;209231,9811754139;209247,7438070382;209252,09142703254;209211,8824589328;209227,64342092973;209231,99056306243;207676,8360051868;207679,62003476385;207679,37370344563;208751,8278092472;208763,49771863283;208767,99494570735;208468,58224677824;208148,59646265008;208477,13600161797
11;2017;11/2017;208861,59428504208;207618,414871951;208469,13283440558;209297,98437678223;209313,7523677004;209318,10146588556;209277,8788267374;209293,64514746034;209297,99376762137;207688,4640742641;207691,24905041087;207691,00263533983;208800,62480117002;208812,29867832415;208816,7974344565;208815,13683408353;208084,65259464574;208014,7717164596
12;2017;12/2017;208927,47155486327;207630,02307784144;208517,83371003444;209364,01001923598;209379,78337127142;209384,1339481508;209343,89763330462;209359,66931457625;209364,01941326945;207700,09609688297;207702,88201992182;207702,63552107036;208849,43838406916;208861,1162303419;208865,61651605114;208675,79227142432;208296,89800303878;208491,26034427207
1;2018;1/2018;208995,30944848523;207641,97676442363;208567,98400966256;209886,07666426167;209918,333382892;209927,1878955403;209865,34032291124;209897,59352992955;209906,44704334848;207784,99713011828;207790,69918131505;207790,194580372;209244,57936195837;209268,45369555493;209277,61467298635;209098,37691826245;208897,13236913094;208985,04058594184
