Mes;Ano;Mes_Ano;CI_Pop_Uniforme;CII_Ambientalistas;CIII_Perdularios;CIV_PopUnif_RendaLinear;CV_PopUnif_RendaEquilibrio;CVI_PopUnif_RendaDesequilibrio;CVII_PopAleat_RendaLinear;CVIII_PopAleat_RendaEquilibrio;CIX_PopAleat_RendaDesequilibrio;CX_Ambient_RendaLinear;CXI_Ambient_RendaEquilibrio;CXII_Ambient_RendaDesequilibrio;CXIII_Perdul_RendaLinear;CXIV_Perdul_RendaEquilibrio;CXV_Perdul_RendaDesequilibrio;CXVI_PopUnif_RendaAleatLinear;CXVII_PopUnif_RendaAleatEquilibrio;CXVIII_PopUnif_RendaAleatDesequilibrio
11;2031;11/2031;186176,1963625548;184762,63979875724;185334,81860042998;191052,83551952936;191216,1280207206;191215,19773813148;191046,52489402684;191209,81139525387;191208,88111956065;186171,873134686;186225,7262352796;186211,25536492886;188331,69701222636;188425,5394722339;188440,1616054468;185360,4110211839;185401,53865812902;185521,24247821613
12;2031;12/2031;186196,42936607628;184768,9616691746;185346,73712050324;191073,59866494194;191236,90387938468;191235,97348516042;191067,2872821636;191230,58649592116;191229,65610859447;186178,36411309856;186232,22367606574;186217,7510692094;188343,92010290732;188437,76694215974;188452,3908300286;185668,03862585835;186038,08040273268;185466,86617117294
1;2032;1/2032;186211,60593967902;184773,70364095015;185355,6770832227;192873,0775124751;193095,89106380258;193097,3251473596;192868,30102710804;193091,10843571165;193092,5476265016;186699,9432298778;186773,35892028824;186754,21260473208;189447,75899373984;189575,87892038908;189597,54990498774;185451,44886393048;185871,56751771274;185549,79715283532
2;2032;2/2032;186226,78387917613;184778,44603950408;185364,61785054088;192888,7827249899;193111,61632953482;193113,04193984738;192884,00580973894;193106,83327100732;193108,2639890128;186704,85898999724;186778,28128781787;186759,1332490944;189456,99578900315;189585,12724644633;189606,7915791206;185492,18903156382;185742,97627256572;185862,36776042805
3;2032;3/2032;186241,96318469133;184783,18886487655;185373,55942252753;192904,48935097383;193127,34301054289;193128,7601468479;192899,7120058007;193122,5595215402;193123,9817659977;186709,77519253397;186783,2040983615;186764,05433631412;189466,23341557937;189594,3764048532;189616,034085005;186001,69989364932;185413,70334457993;185657,01478432695
4;2032;4/2032;186257,14385634693;184787,93211710808;185382,50179925552;192920,19739055188;193143,07110695224;193144,479768486;192915,419615418;193138,287187435;193139,70095758117;186714,69183752823;186788,12735195862;186768,9758664313;189475,47187354046;189603,62639568356;189625,2774227142;185501,78423821623;185605,09510836992;185315,130071844
5;2032;5/2032;186272,32589425068;184792,67579622113;185391,44498079544;192935,90684385173;193158,8006188864;193160,20080488978;192931,12863871874;193154,0162688177;193155,4215638921;186719,60892501863;186793,05104864523;186773,89783948706;189484,7111629629;189612,87721901308;189634,52159232376;185684,06791395563;186021,60456305224;185502,80797203787
6;2032;6/2032;186287,50929854292;184797,4199022689;185400,38896722405;192951,61771100658;193174,53154648113;193175,92325618808;192946,83907583344;193169,7467658195;193171,1435850583;186724,52645505054;186797,97518846823;186778,82025551988;189493,9512839226;189622,12887491775;189643,7665939095;185682,2014781647;185615,7349046092;185726,08178389337
7;2032;7/2032;186302,69406933896;184802,16443528663;185409,33375860832;192967,32999213936;193190,26306542277;193191,6471225052;192962,55092688987;193185,47785413192;193186,8670212064;186729,4444276592;186802,89977146202;186783,74311456975;189503,19223649276;189631,38053903627;189653,0124275447;185862,69314930105;186043,7933830877;185917,88970463828
8;2032;8/2032;186317,88020677344;184806,90939531557;185418,2793550286;192983,0436873755;193205,9933837103;193207,37240397237;192978,26419201036;193201,20774175064;193202,59187246358;186734,36284288383;186807,82479766698;186788,66641667785;189512,4340207487;189640,63041931426;189662,25909330527;185504,93250949748;185448,34178660036;185684,4207959803
9;2032;9/2032;186333,06771095324;184811,6547823879;185427,2257565494;192998,75879684644;193221,7251177284;193223,09910071382;192993,97887132596;193216,93904505996;193218,31813895665;186739,28170076865;186812,75026712782;186793,59016188295;189521,676636765;189649,88113208106;189671,5065912655;185875,1654800209;185830,61892678996;185559,40723565404
10;2032;10/2032;186348,25658201156;184816,40059654627;185436,1729632476;193014,4753206761;193237,45826760118;193238,82721285793;193009,69496496257;193232,67176418658;193234,0458208148;186744,20100134888;186817,67617987873;186798,51435022414;189530,92008461678;189659,1326774122;189680,7549215011;186065,97972534515;185650,19719180933;186123,92397333396
11;2032;11/2032;186363,44682006203;184821,14683782365;185445,12097519328;193030,1932589917;193253,19283345772;193254,556740531;193025,41247304695;193248,40589925795;193249,7749181632;186749,120744666;186822,6025359613;186803,43898174225;189540,16436437867;189668,38505538355;189690,0040840855;185939,45564867815;185908,85423192708;185983,4440505138
12;2032;12/2032;186378,63842523657;184825,89350626702;185454,06979245876;193045,91261192074;193268,92881542523;193270,28768386182;193041,13139570467;193264,14145040108;193265,50543112904;186754,04093075846;186827,5293354172;186808,36405647712;189549,40947612587;189677,63826606754;189699,25407909506;185970,02948294213;186234,5910300992;185947,77628326145
1;2033;1/2033;186390,4551815733;184829,58569177214;185461,03061008628;193552,16407052628;193792,65538594293;193795,31428958528;193548,4384128532;193788,9245764753;193791,58341385997;186901,20567566965;186980,3831789647;186959,95061752512;189859,42853741522;189997,77670671616;190021,93530166443;185802,6770730186;186307,38278588653;185641,61595523113
2;2033;2/2033;186402,2727650703;184833,2781357226;185467,99191496844;193564,41874304853;193804,92689285666;193807,58330634682;193560,69282457893;193801,1958222316;193803,85216946044;186905,0431330214;186984,22617874126;186963,79218702242;189866,63349955206;190004,99135322447;190029,14896299958;185728,61721499896;186044,945287378;186060,43392289037
3;2033;3/2033;186414,09117580697;184836,97083815266;185474,95370714177;193576,67427339777;193817,1992587757;193819,85318194257;193572,94809411393;193813,4679269766;193816,12178387598;186908,88085899557;186988,0694475283;186967,63402543156;189873,8389660362;190012,20650475798;190036,3631292918;185698,9766380386;186044,64181059855;186014,73038857913
4;2033;4/2033;186425,91041381963;184840,66379906193;185481,91598663846;193588,93066163317;193829,47248376205;193832,12391642662;193585,20422151728;193825,7408907695;193828,39225716298;186912,71885360932;186991,9129853444;186971,47613276713;189881,04493690337;190019,42216135352;190043,57780057477;185972,5549717054;186037,63239636656;185750,03224415283
5;2033;5/2033;186437,73047918873;184844,35701848438;185488,87875349715;193601,18790781818;193841,74656787392;193844,39550986307;193597,46120685106;193838,01471366984;193840,66358938313;186916,5571168837;186995,7567922082;186975,31850905062;189888,2514121888;190026,63832304414;190050,79297688545;185988,71408793985;186381,56085175587;185815,0466042901
6;2033;6/2033;186449,55137195482;184848,05049642565;185495,842007749;193613,44601200774;193854,02151117008;193856,66796231072;193609,71905017245;193850,2893957369;193852,93578059672;186920,39564883648;186999,60086813767;186979,1611543;189895,45839192613;190033,8549898657;190058,00865825833;186191,11197845565;185748,00167042724;186137,72898881783
7;2033;7/2033;186461,3730921964;184851,7442329204;185502,80574943154;193625,7049742685;193866,29731371472;193868,94127383202;193621,97775154412;193862,56493703203;193865,20883086452;186924,23444948762;187003,44521315355;186983,0040685365;189902,66587615458;190041,07216185558;190065,22484472967;186017,90448823167;186134,49031962798;186007,3901626275
8;2033;8/2033;186473,1956399322;184855,43822796122;185509,76997856755;193637,9647946517;193878,57397556197;193881,21544448083;193634,23731102323;193874,841337614;193877,4827402429;186928,07351885244;187007,28982727215;186986,84725177463;189909,8738649048;190048,28983904584;190072,44153633268;186261,15186241228;186136,7240810803;185836,8848440587
9;2033;9/2033;186485,01901527378;184859,132481594;185516,73469520995;193650,2254732248;193890,85149677825;193893,49047432587;193646,49772867153;193887,11859754514;193889,75750879777;186931,91285695243;187011,13471051457;186990,6907040375;189917,08235821468;190055,5080214741;190079,65873310473;186026,4813813427;186265,67248000295;185872,8551148353
10;2033;10/2033;186496,8432182431;184862,82699382352;185523,6998993777;193662,4870100462;193903,1298774212;193905,76636342076;193658,7590045516;193899,3967168853;193902,03313658596;186935,75246380715;187014,97986289888;186994,5344253409;189924,29135611973;190062,72670917556;190086,87643508028;186091,4132025398;186044,23692445777;186047,48562856668
11;2033;11/2033;186508,6682489063;184866,52176466622;185530,6655911123;193674,74940517548;193915,4091175524;193918,04311183037;193671,0211387197;193911,67569569446;193914,3096236688;186939,5923394354;187018,82528444566;186998,37841570587;189931,50085865453;190069,9459021849;190094,09464229576;185991,28966765865;185816,4309314965;185668,9185226252
12;2033;12/2033;186520,49410732102;184870,21679414622;185537,63177044148;193687,0122580626;193927,68881661774;193930,32031900316;193683,28373062867;193923,95513342143;193926,58656949777;186943,4324838535;187022,67097516917;187002,22267514985;189938,71046524507;190077,1651999285;190101,31295417727;186634,69946262043;186390,1573832623;186216,1103124152
1;2034;1/2034;186527,25221373636;184872,32838736233;185541,6127229933;195192,534302704;195487,1422052679;195493,98426994064;195190,38669341267;195484,99251509752;195491,83372273852;187381,14405723067;187477,7596934848;187453,44011388894;190860,41336501372;191030,33178053933;191062,48598600316;185319,56403949976;185434,58325973115;186122,51355026587
2;2034;2/2034;186534,01059047293;184874,4400650425;185545,59383478144;195199,58805917762;195494,2039228087;195501,04931976326;195197,44036398;195492,05414664847;195498,89868653694;187383,35608753908;187479,97558841907;187455,65503603965;190864,55599727863;191034,47738629094;191066,63593652297;186216,4798511576;185735,21827108454;186198,78103261246
3;2034;3/2034;186540,7692375486;184876,55182719187;185549,5751058147;195206,6420978005;195501,26592281595;195508,1146521867;195204,4943166961;195499,11606066607;195505,96393293567;187385,56820632864;187482,19157198828;187457,87004678685;190868,6987952482;191038,6231578661;191070,78605304033;185973,15525868238;185993,27193561397;186030,3420418865
4;2034;4/2034;186547,5281549672;184878,66367380958;185553,55653609926;195213,69641858296;195508,32820530116;195515,18026722077;195211,54855156696;195506,17825715645;195513,0294619416;187387,78041360038;187484,4076441949;187460,08514613286;190872,8417589305;191042,76909527238;191074,93633556212;185938,4044451792;185712,92633261994;185865,20129099285
5;2034;5/2034;186554,2873427449;184880,77560490405;185557,53812563993;195220,75102153997;195515,3907702814;195522,24616488407;195218,60306860966;195513,24073613808;195520,09527357158;187389,99270936355;187486,62380504853;187462,3003340869;190876,98488832958;191046,91519851546;191079,08678409507;186217,43550030215;186127,30578605708;186769,03158689087
6;2034;6/2034;186561,04680089073;184882,88762047762;185561,51987444283;195227,8059066814;195522,45361776123;195529,3123451807;195225,65786783324;195520,303497618;195527,16136783274;187392,20509361807;187488,84005454503;187464,51561064564;190881,12818345442;191051,06146760297;191083,23739864616;186790,0508611012;186316,19242020065;185865,08216993386
7;2034;7/2034;186567,80652941478;184884,99972052782;185565,50178251945;195234,86107401844;195529,51674775672;195536,37880812486;195232,71294924762;195527,36654160786;195534,22774473857;187394,41756636693;187491,05639269325;187466,73097581518;190885,27164431254;191055,20790254223;191087,38817922253;186544,17868421166;185741,07220431976;186543,79960790952
8;2034;8/2034;186574,56652832738;184887,11190506;185569,48384987275;195241,91652356187;195536,58016027615;195543,4455537257;195239,76831286706;195534,4298681194;195541,2944042975;187396,6301276159;187493,27281949422;187468,94642959905;190889,41527090748;191059,35450333753;191091,53912582868;186218,21093903083;186509,06014850613;186156,66807748354
9;2034;9/2034;186581,32679763163;184889,22417407949;185573,46607650316;195248,97225532247;195543,64385533205;195550,51258199743;195246,82395869846;195541,49347716352;195548,3613465221;187398,84277736594;187495,48933495194;187471,16197200085;190893,5590632485;191063,50126999718;191095,69023847347;186193,0162557678;185921,9663321866;185759,39190023523
10;2034;10/2034;186588,0873373608;184891,33652759527;185577,4484624285;195256,0282693113;195550,7078329366;195557,57989295071;195253,8798867566;195548,55736875272;195555,42857142593;187401,05551562103;187497,70593907044;187473,37760302503;190897,70302134074;191067,64820252848;191099,84151716283;185889,82436293835;185907,94805362864;186197,32250568835
11;2034;11/2034;186594,84814749443;184893,44896559537;185581,43100764428;195263,08456554278;195557,77209309873;195564,64748659526;195260,9360970516;195555,62154289676;195562,49607901843;187403,26834238786;187499,9226318533;187475,5933226744;190901,84714519107;191071,79530093557;191103,99296190278;186137,40664214778;186140,8820296593;186267,0515721241
12;2034;12/2034;186601,60922807266;184895,56148810167;185585,4137121648;195270,14114402584;195564,83663583308;195571,71536294688;195267,99258959672;195562,68599960854;195569,56386931267;187405,4812576673;187502,13941330454;187477,80913095418;190905,99143480643;191075,94256522725;191108,1445727014;186119,69479778447;186036,44144267956;185984,65453873127
1;2035;1/2035;186603,29956583382;184896,08963985794;185586,40942812222;196110,59027304238;196436,61570481956;196447,2227684147;196110,05091901316;196436,07534807097;196446,68237322872;187650,14940418038;187756,78071805538;187730,4737760735;191420,0903058859;191608,48794084907;191646,2904244254;186267,10547725155;186279,36877741062;186201,65743039738
2;2035;2/2035;186604,98992049185;184896,61779688997;185587,40515403735;196112,3619369087;196438,39062894008;196448,99779860483;196111,82257748375;196437,85026678664;196448,4573980135;187650,70510181104;187757,33748199992;187731,03027694684;191421,13060490956;191609,53012384847;191647,33298545008;186213,3382467714;185516,29895814403;185813,87541607983
3;2035;3/2035;186606,6802920522;184897,1459592068;185588,40088990593;196114,13361849016;196440,16557080921;196450,7728465464;196113,5942536729;196439,6252032533;196450,23244055128;187651,26080499805;187757,89425151152;187731,58678338712;191422,1709143353;191610,5723172695;191648,37555689918;186014,07305762856;186038,3013209684;185730,21637982686
4;2035;4/2035;186608,37068051318;184897,67412679308;185589,3966357389;196115,90531778857;196441,94053042488;196452,54791223552;196115,36594757735;196441,40015746598;196452,00750083767;187651,8165137422;187758,4510265887;187732,14329539015;191423,21123416434;191611,61452111168;191649,41813877455;185909,67344037633;186153,39338319987;186005,6578009997
5;2035;5/2035;186610,06108587925;184898,20229967014;185590,39239152338;196117,67703480486;196443,7155077933;196454,32299567753;196117,1376592;196443,1751294297;196453,78257887397;187652,37222804377;187759,00780723535;187732,69981295877;191424,2515643974;191612,65673537736;191650,4607310769;186188,3020836353;185806,05036654827;186139,5272205828
6;2035;6/2035;186611,7515081569;184898,73047783313;185591,38815726715;196119,44876953636;196445,49050290952;196456,09809687053;196118,9093885376;196444,95011914213;196455,55767466367;187652,92794790168;187759,56459344894;187733,25633609455;191425,29190503294;191613,69896006526;191651,5033338039;185758,4593203434;186366,01149157106;186258,73294100273
7;2035;7/2035;186613,44194733477;184899,25866127337;185592,3839329695;196121,22052198875;196447,26551577903;196457,8732158142;196120,68113559537;196446,7251266075;196457,33278820245;187653,48367331922;187760,12138523255;187733,81286479384;191426,33225607176;191614,74119517414;191652,54594695734;186083,20091679148;186463,75958826454;185676,95815873067
8;2035;8/2035;186615,13240340745;184899,7868499886;185593,37971862816;196122,99229215464;196449,04054639643;196459,64835250707;196122,45290036933;196448,50015182167;196459,1079194925;187654,03940429125;187760,67818258266;187734,36939905793;191427,37261751384;191615,7834407063;191653,58857053609;186096,5368941661;186219,71217289253;186530,8295718311
9;2035;9/2035;186616,8228764148;184900,31504400744;185594,3755142507;196124,7640800419;196450,8155947656;196461,42350695527;196124,22468286063;196450,27519478629;196460,88306853393;187654,59514082206;187761,2349855007;187734,9259388892;191428,41298936095;191616,8256966618;191654,6312045426;186199,90702396858;186104,67574940866;186322,97918481845
10;2035;10/2035;186618,51336629226;184900,84324328788;185595,3713198195;196126,53588564464;196452,59066088498;196463,1986791536;196125,99648307072;196452,0502555015;196462,65823532923;187655,15088291033;187761,79179398803;187735,4824842858;191429,45337161014;191617,86796303824;191655,67384897437;186597,0050030913;186220,42161856114;185712,8484359147
11;2035;11/2035;186620,20387309304;184901,37144786186;185596,36713535216;196128,30770896428;196454,3657447524;196464,97386910103;196127,76830099634;196453,82533396533;196464,4334198724;187655,70663055434;187762,34860804206;187736,03903524578;191430,493764263;191618,91023983702;191656,7165038323;185954,3242866499;186332,20848715122;185994,1260059134
12;2035;12/2035;186621,894396788;184901,89965770516;185597,36296084407;196130,07955000657;196456,14084637232;196466,74907680368;196129,54013664337;196455,60043018163;196466,2086221701;187656,2623837588;187762,90542766338;187736,59559177374;191431,5341673214;191619,95252705997;191657,7591691177;186061,965867762;185926,85492331887;185665,67238031025

