SK_MATRICULA;NM_LOCALIDADE;NM_CATEGORIATARIFARIA;NM_SITUACAO_IMOVEL;NN_MORADORES;NN_MORADORES_ANALISE;ST_PISCINA;LAT_GEO;LONG_GEO;X;Y;CD_SETOR_ORIGINAL;CD_SETOR;NN_MEDIA_CONSUMO;NN_CONSUMO_DIARIO;TP_COMPORTAMENTO;VL_RENDA_MEDIA_RESPONSAVEL;NN_MEDIA_MORADORES_IBGE
B132162DEE176B4D4A341F7FB1E5CE3CFF77FB7686070D07FBFADA8C95856227;SALVADOR UMB;RESIDENCIAL;HABITADO;0;1;0;0.0;0.0;5223032.968204644;10000000.0;0;S001;0.0;0.0;AMBIENTALISTA;;
B1377AD27383DC00D93160FDCA08200BE35463BDDCB3837A65344A315DDAF6E1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.947148792532406;-38.37378503148952;567923.169715044;8568625.715086233;292740805090272;S070;25.666666666666668;420.76502732240436;PERDULARIO;5384.51;2.5
B137AFD6E2C46ABEBE6C3CC19ECB5A027236211F241B6A700312E7C913F3D41A;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.937727396065013;-38.35659616922659;569790.2713111738;8569663.018182255;292740805090193;S061;0.0;0.0;AMBIENTALISTA;1522.32;2.5
B145394CAB4B03D4A4E07F4A4B8FCB8D51B89056D3B6F794027CD1544FFBDA1A;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.948652502317325;-38.36008225420596;569409.097345029;8568455.737050049;292740805090028;S010;8.25;135.24590163934425;PERDULARIO;2386.6;2.4
B153FC643A81D8CCA3498D06FC07FEF83FBD8F9340C340BD435EF75949427D01;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.938482694446645;-38.36879589920131;568466.7067068878;8569582.784163542;292740805090319;S094;4.083333333333333;44.626593806921676;AMBIENTALISTA;4338.05;2.9
B15C773A6D4DBDBDCEEB9615CE58AB2CEB9E283ABA6E436034DFCE19CEFF074C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.935471749056092;-38.36294635556826;569102.0591790351;8569914.197833955;292740805090299;S082;0.0;0.0;AMBIENTALISTA;2881.95;2.6
B1687D8A3A18DA2E341A232F89D00A1D881939A8F518280C8809FE1CB3A8F944;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.940967806883265;-38.36202997647594;569199.9483681014;8569306.130645018;292740805090032;S014;6.25;102.45901639344262;MODERADO;1291.49;2.5
B16C7099FC2E361E35B728AABCBFAD2435B4BC928BCB0C428984E461C0C54E63;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.939012015190992;-38.36824579787598;568526.2338555304;8569524.098367233;292740805090135;S046;27.75;303.27868852459017;PERDULARIO;2713.05;2.7
B182569BC8E9BCD6F17046CCF173AF20D8A67B91B912F7B289B1B4711FCF5AE3;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.94828833612827;-38.36850229557533;568495.8777950349;8568498.281649336;292740805090021;S003;11.75;192.62295081967213;PERDULARIO;2418.3;2.1
B1A62C3D362BC1EF257E469FB5AC168991F7A60824752403BF72F459E3C9DF10;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.932589745789096;-38.36409254140632;568978.5180569945;8570233.233085793;292740805090324;S096;10.333333333333334;169.39890710382514;PERDULARIO;1669.35;2.5
B1A934510EE2BDC1A0B4FD0C22C144516E60476350C3729475A137674EE4E1DA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.941263043798749;-38.365448804794624;568829.016841815;8569274.402145714;292740805090063;S020;9.25;151.63934426229508;PERDULARIO;2619.57;2.4
B1AC7927F4225DA129BEFC29C3B28E04C20AD859B7D14AA9D3C1C996C864035E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.94467343931713;-38.363559497447234;569033.016985693;8568896.73084279;292740805090203;S063;2.8333333333333335;30.965391621129328;AMBIENTALISTA;1285.44;2.6
B1B43FAA3F77ADB430073A369FD8370ADF9EC852E78553DCE233F2A598AE27CD;SALVADOR UMB;RESIDENCIAL;HABITADO;0;1;0;-12.927715270650843;-38.35847469868951;569589.2735488338;8570770.790187383;292740805090296;S081;6.25;204.91803278688525;PERDULARIO;;
B1CABA7D6D7D28AA4952B509DD3A87CB40876CA6CE110869439F823072384DE6;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.93309064259776;-38.368605832947615;568488.795065206;8570179.049867582;292740805090239;S065;10.0;109.2896174863388;MODERADO;2439.49;3.2
B1D24E365450E51C4CC642EE78E0BBDEBA44089D195AD9E8782E7F4677DFF440;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.949014421572528;-38.369902469670144;568343.8034131124;8568418.357195105;292740805090248;S068;0.0;0.0;AMBIENTALISTA;4839.78;2.6
B1DBF37209589EF8CF3ED755D54299D6C626CDF2A44C39A7FF9FB249614F405E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.93356731417127;-38.3625061950673;569150.330318284;8570124.693982396;292740805090324;S096;2.0;32.78688524590164;AMBIENTALISTA;1669.35;2.5
B1E1BD0FCC2E190643E1C6ADE1D2298DB7FF9CA215B02A0246048E2755070EC3;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.936390966556974;-38.36488465890552;568891.5487440515;8569813.062423503;292740805090074;S024;3.3333333333333335;36.42987249544627;AMBIENTALISTA;2869.74;2.7
B1F6A36A4287E97A62C07C97607CAF9E7749A47F820EAC0F0BF9BFB5B192D392;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.952292384870974;-38.34840190223462;570675.0373949569;8568049.994252106;292740805090030;S012;22.583333333333332;246.81238615664844;PERDULARIO;8901.6;2.6
B2017762A1BFA1EE904A76C73BB77F2CC2180AB8C2C07B6BEFC58F4D09A7DA70;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.93645407717719;-38.36333796104607;569059.3093766134;8569805.666026313;292740805090300;S083;5.083333333333333;55.55555555555555;AMBIENTALISTA;1859.13;2.6
B204B0AB544B26311245EDC2F80987B8C685DFC3732AD09D6C96A3CD15B4CB56;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.93540783135117;-38.35745246924705;569698.0286429052;8569919.776862867;292740805090304;S087;0.0;0.0;AMBIENTALISTA;2262.39;2.6
B2118FCEFCEB4E1E746CF0312764BBD25D34A4BA424CAD36CE2B1758DCC8CBE8;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.947864775098294;-38.36666001323491;568695.8257327247;8568544.629817972;292740805090022;S004;9.25;151.63934426229508;PERDULARIO;2510.55;2.3
B2225114C82C75C31FE3F8233066AB3B71ED1770B0DA41500DC7633B0DD0EB2C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.933824390641416;-38.3655561714552;568819.4100450135;8570097.085413326;292740805090326;S098;2.5833333333333335;28.233151183970858;AMBIENTALISTA;1712.43;2.8
B24614C96C8914BE2536CEE698717D80BFEA8FE287A073947DC14916A98CEB29;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.933429154917674;-38.3602058169215;569399.9048733204;8570139.350707103;292740805090279;S074;16.75;274.59016393442624;PERDULARIO;2373.65;2.5
B2476116BCCE72A90F9B4B08EBB3AB424CD910130C08838C9B0A47557255FF61;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.93544047724946;-38.36414037086204;568972.5465170427;8569917.978325266;292740805090300;S083;7.833333333333333;85.61020036429872;AMBIENTALISTA;1859.13;2.6
B25581B3DD9509C135E4E94A1AAAAC8EFCB76962A98A7972BA5E21D84A8E4FD0;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.933450651501332;-38.36820266437184;568532.4310390364;8570139.127944736;292740805090048;S019;2.3333333333333335;25.500910746812387;AMBIENTALISTA;2795.63;2.8
B256F0884F2E18DA1573804E4D3468DAADBD725752FA642F5972E4AC7F2C0615;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.937140012632415;-38.36445154890273;568938.3246088405;8569730.107392175;292740805090074;S024;0.0;0.0;AMBIENTALISTA;2869.74;2.7
B25D8B55A6B1CA3B25DD15D6F225DD22E2F7FC9F96CD75D17B204D69B5BE48C5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.945222991257824;-38.36562843090093;568808.4461834526;8568836.512386084;292740805090140;S048;5.916666666666667;96.99453551912569;AMBIENTALISTA;4488.4;2.4
B263EBB9BBBBDD60D136F4F081B0F76BC843003D0543CCAA28E600B8E6E8F2FB;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.923770204969012;-38.35772721972183;569671.4532376943;8571206.879253207;292740805090327;S099;1.0;16.39344262295082;AMBIENTALISTA;2114.19;2.5
B265BD81818925E9237B0002364976553C6AD10B604BC438E926156F8C8B7531;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.926172416949631;-38.358446786243526;569592.7288821995;8570941.409717672;292740805090180;S055;0.8333333333333334;9.107468123861567;AMBIENTALISTA;3709.44;2.6
B268210F33968EA860D57AA1CE7FF7CAFC900B10A8374CD5FED533EEAA96FD7E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.950198359781046;-38.36686677961126;568672.7587232818;8568286.609757908;292740805090134;S045;9.416666666666666;154.37158469945354;PERDULARIO;2013.2;2.1
B27A86F0108FEA9FF59444262F7B58BD0ECE850950968EC5F1180B8071FCA688;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.954909787853753;-38.3539983066302;570067.2731013448;8567762.070652816;292740805090031;S013;10.0;163.9344262295082;PERDULARIO;5793.16;2.4
B27C9A5AF50964D684C3D8E3D69F116B7BAEA9E4765ACF66EE57DC5714E23709;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.942268223026716;-38.36658369879727;568705.6364391693;8569163.542577822;292740805090120;S038;0.0;0.0;AMBIENTALISTA;2090.42;2.4
B286664514F61BF8D9BD65803ED3E862494E0B008E40040CFA88BE8963FB0600;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.933977732761177;-38.3620364688207;569201.1713232682;8570079.17807392;292740805090323;S095;9.166666666666666;150.27322404371583;PERDULARIO;2815.48;2.4
B2916CC02AA31222D147AB9F592D56BD355FD7EDE870DC36473367291188CE1E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.934658422250353;-38.36268565703345;569130.5625225252;8570004.074771576;292740805090323;S095;8.5;139.34426229508196;PERDULARIO;2815.48;2.4
B29C782FE15B955E9FB002501DAD5D1DF075C96A2ED0C9C43FF292D1E706469C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;1;0;0.0;0.0;5223032.968204644;10000000.0;0;S001;5.583333333333333;183.0601092896175;PERDULARIO;;
B2A04202EACE57EBE2A6207C1D49ED1B570EC50FF73B754B90FACE38689AD6C9;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.955458252837111;-38.35844123168441;569585.2096066652;8567702.628704587;292740805090031;S013;21.666666666666668;355.1912568306011;PERDULARIO;5793.16;2.4
B2A1C491D0C46F16455EDFBA32F714177EE5D51B3408291D5F519D722373C4EF;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.923747518190238;-38.35678539042782;569773.6296954871;8571209.131875964;292740805090327;S099;13.166666666666666;215.84699453551912;PERDULARIO;2114.19;2.5
B2A4DE5BBE098D767D35221ADB6456C37CAEAFA7A5F43A3E94FBF6F2CB2387CC;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.939384292465128;-38.36561315670352;568811.7043134144;8569482.2209787;292740805090127;S041;9.916666666666666;162.56830601092895;PERDULARIO;3086.7;2.5
B2ACF43353957869F798087AA9820897BA23FD22D4C591382AEE8DE8AC67898C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.945578561136143;-38.365150285495886;568860.2135391983;8568797.060535522;292740805090025;S007;3.25;35.5191256830601;AMBIENTALISTA;2617.43;2.7
B2AE51638C5B9E679EDC4AE6F9669F338FA9B1C92B4592C92C980C7D17763D68;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.935351778852873;-38.35621854513948;569831.8948054378;8569925.639464596;292740805090181;S056;1.8333333333333333;20.036429872495447;AMBIENTALISTA;7467.65;2.6
B2B7CA8183F467C9BC3C46F215B3CA21AFCB0CF434FFF112D057F2D8627A6F14;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.930324454249464;-38.36548282863583;568828.3253268012;8570484.12996365;292740805090260;S069;24.5;267.75956284153006;PERDULARIO;5035.7;3.1
B2BD597C575F5726D210426D12D153DA8D83E2D1550E0F27E5BEDFB9FDBC8052;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.946277601189552;-38.369279353572246;568412.1390081433;8568720.860597568;292740805090186;S057;4.25;46.44808743169399;AMBIENTALISTA;2747.83;2.8
B2C109A3E16A8241562B3B8297BC0DA7F8DC6986CC841D85801FA5C5DFC8F612;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.924099417413505;-38.35804631669206;569636.7461880071;8571170.557798594;292740805090327;S099;4.25;69.67213114754098;AMBIENTALISTA;2114.19;2.5
B2C7AE7523D857D4563DA56A6491D23A618467997DEDF51CBAA8871ECB64A860;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.933325291160008;-38.359316131405286;569496.4434398802;8570150.595818156;292740805090132;S043;0.0;0.0;AMBIENTALISTA;3330.47;2.8
B2CC4ECF49CE829394558BF7C268B19668E7650EC93AF2589B83DB7C3A936FC9;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.939670197582998;-38.3601064767488;569408.9551567272;8569449.11473415;292740805090105;S033;7.916666666666667;86.52094717668488;AMBIENTALISTA;1357.46;2.6
B2D690283E371E45285356D578DB18AF409060E6211084872F762D57BF63C294;SALVADOR UMB;RESIDENCIAL;HABITADO;0;1;0;0.0;0.0;5223032.968204644;10000000.0;0;S001;0.0;0.0;AMBIENTALISTA;;
B2DDF132DFB07FDEB2F6BB6E53940148044AA7FC595886017D5700EAEA549591;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.945605356217506;-38.35307967684619;570169.5180948733;8568790.816132199;292740805090108;S036;12.416666666666666;135.70127504553733;PERDULARIO;11368.08;2.7
B2DE3838DBCB27303444AFC779B671E0EB75C3B8C662E0CF3B375BDC83224440;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.937726842570722;-38.36678619671323;568684.9140061797;8569665.836590378;292740805090127;S041;16.666666666666668;273.224043715847;PERDULARIO;3086.7;2.5
B2DF4E4DA6A57BEAC85FB1926354D5E640EAD62032DAF6D6A0CD613D9D3735A0;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.937879489941952;-38.36706338458692;568654.8044812166;8569649.029425804;292740805090127;S041;8.25;135.24590163934425;PERDULARIO;3086.7;2.5
B2F0AF3EF309A8AFD301C2ED892606B9CE1928DB34C3C11AF41ED8F4363C31AB;SALVADOR UMB;RESIDENCIAL;HABITADO;0;1;0;0.0;0.0;5223032.968204644;10000000.0;0;S001;18.333333333333332;601.0928961748633;PERDULARIO;;
B2F791AE570A794AB1DFB42A579D33322E34AC4A48BA940773A5C699B9284E7C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.941675796083842;-38.36945921244062;568393.884207433;8569229.830728829;292740805090275;S071;7.083333333333333;116.12021857923497;MODERADO;2365.73;2.4
B2F85C6DE02DEE680A79E8C524EA0B215B95207EB8F7EE7C05AC03E81FBF526E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.933793159118093;-38.36537846751708;568838.6952291296;8570100.491579447;292740805090326;S098;9.833333333333334;107.46812386156648;MODERADO;1712.43;2.8
B30B29833465C1BF57023115DAC57F423205F30F185ADF41EC8B3A0351A919DB;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.948369126345831;-38.36511160867037;568863.6426349321;8568488.436119646;292740805090023;S005;0.0;0.0;AMBIENTALISTA;2627.26;2.4
B32A3793314025BA5F7AAC5DBF4C377DA92A81BBDCE1111BDF402F731C5A3379;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.93865549306277;-38.366790153794135;568684.230625011;8569563.136497675;292740805090127;S041;10.583333333333334;173.49726775956285;PERDULARIO;3086.7;2.5
B32AECFF9A60A45E0274CEDF8B77A39D3B298527171C1272A909E6F0533B92A2;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.93859211304864;-38.357460707315305;569696.2508250105;8569567.623028139;292740805090293;S078;0.0;0.0;AMBIENTALISTA;1634.51;2.4
B32E471D667FE52D5F42A3AE98068DD4CA039E2E9DD56EC40B65F4350D1F4FFA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.943472629946262;-38.373935892724624;567907.800998959;8569032.308406772;292740805090099;S031;14.25;233.60655737704917;PERDULARIO;4757.46;2.3
B331589612BE50563001B0DDD7AC6E92A2903EA22B820781AF0D11C306763310;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.934814529939722;-38.37017740251299;568317.8479352106;8569988.822150793;292740805090319;S094;11.833333333333334;129.32604735883424;PERDULARIO;4338.05;2.9
B333F01486BC38CD6DFA1A7D8E6F3819C27B2E3EF4126A9621DDA4E940FF6BBD;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.933681980068403;-38.35958292696037;569467.4037347952;8570111.221323594;292740805090133;S044;7.75;84.69945355191257;AMBIENTALISTA;4424.12;2.7
B3458349F9FE471050C393779B817F7B278895011F8DA9F8242C49B0E4DBB23F;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.9317762792033;-38.35970979420768;569454.1687931579;8570322.010867236;292740805090280;S075;0.0;0.0;AMBIENTALISTA;1868.08;2.7
B360732FE1DF904B087EB31790951A82F45E8B37DC90771E446C17518DB8C9A5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.936671368972725;-38.35938898603917;569487.614247173;8569780.566345265;292740805090167;S051;1.0;16.39344262295082;AMBIENTALISTA;1406.44;2.5
B362CEE25B46A2515C1CC09791FDD0E9B7EAF1944A27F09DF43D89D8F63D1E91;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.941355272320951;-38.358808157939286;569549.3214755616;8569262.406370157;292740805090066;S021;15.083333333333334;164.84517304189438;PERDULARIO;1399.27;2.6
B3690157F87699353D490AD62E442956992F39B8A767F775DA385DBE1A050FEF;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.936034229574831;-38.36713252036736;568647.809691604;8569853.11865876;292740805090115;S037;17.833333333333332;194.89981785063753;PERDULARIO;1588.18;2.6
B374D1B1A9815B5DE9DBBD8A3ED775D9471E29097822119C7439A9BA89A09240;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.95247521121664;-38.357933497820405;569641.1106584347;8568032.391323725;292740805090029;S011;19.583333333333332;321.0382513661202;PERDULARIO;4056.18;2.4
B37A203C29F6E2EA1CD96B336B563A1BBA58E173ED5C97BA8202B241899FACC7;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.94296272706715;-38.36353119290209;569036.5579931478;8569085.914184839;292740805090025;S007;4.75;51.912568306010925;AMBIENTALISTA;2617.43;2.7
B39040713C2FFB9DC5DB1BC2909D78D1FAEA809D702443DE32F9618E535E8077;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.948648905365504;-38.34905204385454;570605.5435725475;8568453.114624273;292740805090107;S035;23.583333333333332;257.7413479052823;PERDULARIO;10413.1;2.9
B397E1C7BC423463439CBFC4D80B34187B9671682C313261A61F13CE703AB1F1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.936251437236;-38.36507266460669;568871.1931178513;8569828.5438318;292740805090178;S054;10.083333333333334;110.20036429872496;MODERADO;2803.54;2.6
B39887548551D7F50059603AFCD6F337DED9862B7FA0B75E606F37677111C48A;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.935363731431709;-38.362651461468765;569134.0776782284;8569926.06406619;292740805090300;S083;8.333333333333334;91.07468123861567;AMBIENTALISTA;1859.13;2.6
B39A3E91E7063D91468878815882BF6D538775470E3F2D6B359C98510888BDE8;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.944651282813588;-38.36922191759055;568418.8127257351;8568900.702774912;292740805090077;S025;11.5;188.52459016393442;PERDULARIO;5072.98;2.4
B39DA623ED16C9FA140601AEDC84FE76CB3EFEFEB76F479366E7EE4F56214289;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.939953303004726;-38.3589032983593;569539.3898393378;8569417.478826543;292740805090105;S033;3.75;40.98360655737705;AMBIENTALISTA;1357.46;2.6
B3A8DB74F61B4E008488ACDE5A3BB90F794B0A047D885D271DE3F6DE90588EF1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.936982425228102;-38.37120898015653;568205.3579784528;8569749.346002646;292740805090319;S094;16.5;180.327868852459;PERDULARIO;4338.05;2.9
B3A9A3A4F20A196DB7BFFA2AFBE5874280253FCDBE86281004A7B5D5DFE39139;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.938082701737434;-38.35806334361655;569631.0217052057;8569624.123917215;292740805090294;S079;4.583333333333333;50.09107468123861;AMBIENTALISTA;1163.38;2.7
B3B0C9297497BD141A1A7DA77A81150D08AD487B0857B6DEBFDA86B1323649D1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.950031329712404;-38.36976588495296;568358.3414519837;8568305.858912785;292740805090020;S002;6.0;98.36065573770492;AMBIENTALISTA;2714.05;2.5
B3B1356570B6BB7E80E333B47580D3DCA37FE3265C587C8983763811D2E8EE1A;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.936694688615692;-38.35929230691247;569498.095052498;8569777.961126644;292740805090189;S059;9.0;98.36065573770492;AMBIENTALISTA;1606.74;2.6
B3BE68E9D9BE052F08A13083196DD5474D41BF70C06E0EBCBFCE6A9400F65CF3;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.941040482955849;-38.36155393671982;569251.5657852959;8569297.964440722;292740805090121;S039;0.0;0.0;AMBIENTALISTA;1138.01;2.6
B3C32EF943B6174346647C0AE9C8152315958CEB1145A3E9136A1BC76F044E67;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.938600888546024;-38.36062697296363;569352.7905516906;8569567.512857705;292740805090084;S030;0.0;0.0;AMBIENTALISTA;1709.9;2.3
B3C4DFC58F2D38FA8F67FA2309FDDB55541F0ECA4762EFD6BF7424D6615D337D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.941134069301029;-38.36035443779154;569381.6531730561;8569287.289531633;292740805090121;S039;5.416666666666667;59.19854280510019;AMBIENTALISTA;1138.01;2.6
B3D18147AA31A95888066A36DC1844DB5FE1025CADCCF1EA8BB1A6BC35BAF77D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.949514631817124;-38.34635467574573;570897.882268925;8568356.625496294;292740805090168;S052;4.333333333333333;71.0382513661202;AMBIENTALISTA;9390.18;2.5
B4113063C882A2B2F5E945A559225A370E09C661008D6DF3BCD7A39F05C92205;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.94522603949601;-38.36989979811626;568345.1255519305;8568837.320633141;292740805090186;S057;3.9166666666666665;42.80510018214936;AMBIENTALISTA;2747.83;2.8
B412997234D2EDE2E470EBB7EAAFC6093FDF146F4408E869317D2D5FAE554264;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.944830311440745;-38.3694047385362;568398.9330851727;8568880.952571973;292740805090077;S025;19.75;323.7704918032787;PERDULARIO;5072.98;2.4
B415525A66DF43B53AF4332536910918AD540A8D60E6DF672BE6359D3DCDB146;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.937355644017662;-38.35575094064577;569882.0605963466;8569703.900320975;292740805090123;S040;4.583333333333333;50.09107468123861;AMBIENTALISTA;1365.35;2.7
B424B78FD4E7F0B16FC5765FEAF0ACEA1448DD239FD73A21472B423AFA81A591;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.94787756647103;-38.37005188060844;568327.9066553402;8568544.124039013;292740805090248;S068;10.083333333333334;110.20036429872496;MODERADO;4839.78;2.6
B42886173D52B0AAE95EE7826906F29D8AA2EEC49355715C9856042A63E0CAB8;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.94677028300197;-38.36577826587185;568791.7690483199;8568665.434742354;292740805090022;S004;14.166666666666666;232.24043715846994;PERDULARIO;2510.55;2.3
B4290BC3708380D0276596CE33EC4468C97789A91FD9CE619DB437F9121AB932;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.93769058630099;-38.356426641403935;569808.6710005642;8569667.042805819;292740805090193;S061;10.0;163.9344262295082;PERDULARIO;1522.32;2.5
B431E11A5C053F52A1BD9854E97347EA6F0AC3D64B0BB469786B841AA6EFD53B;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.940085727824302;-38.36024451399769;569393.8668496312;8569403.197870545;292740805090105;S033;0.0;0.0;AMBIENTALISTA;1357.46;2.6
B441E7A957D9044B5316DB4DB4F0A070ED1FE0C8566D062B569D36EDD8DD395C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.935116428481155;-38.36786030535982;568569.1138707359;8569954.815027237;292740805090048;S019;12.166666666666666;132.96903460837885;PERDULARIO;2795.63;2.8
B445509E30A7AC12333FDA2A2E39B922E2D65E3F2F09F7076B33B4DCE826D75E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.947723215937147;-38.363036161211646;569088.9439210532;8568559.308730114;292740805090188;S058;0.0;0.0;AMBIENTALISTA;2176.84;2.4
B4476727DBFBDFF455F7297E450F2860C53CA110B7084B9C857C93D9E06D6B04;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.946240834311972;-38.36770637074767;568582.7714630271;8568724.505378159;292740805090103;S032;3.4166666666666665;56.01092896174863;AMBIENTALISTA;2949.96;2.5
B45D4C29C091FBD65DEBDB9A4BB35565BDBBB86A849C8C868232E3F5F80E7E03;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.942524672374615;-38.36707269938991;568652.5232124539;8569135.31265882;292740805090291;S076;13.0;213.11475409836066;PERDULARIO;3204.71;2.5
B479AED7A7FC2C83D654A92D10098B93DCBE9E73060E096AF6D00C84653AEECD;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.948596273048496;-38.36042678031082;569371.7422443338;8568462.049063973;292740805090081;S027;3.5;57.377049180327866;AMBIENTALISTA;2448.48;2.5
B47A8A3EDA592B1F66BD652CBA252BB118D564B09F351C2264EF5A512EF25AD5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;2;0;-12.923812725177251;-38.35685730031241;569765.8107654798;8571201.940097315;292740805090327;S099;2.0;32.78688524590164;AMBIENTALISTA;2114.19;2.5
B4840912096036D2C08E8E404A4D54615C7EC87DD5BE4E14C22E8E505F9A4181;SALVADOR UMB;RESIDENCIAL;HABITADO;0;3;0;-12.934948186271392;-38.36420200393074;568965.9960897574;8569972.438305449;292740805090299;S082;16.25;177.59562841530055;PERDULARIO;2881.95;2.6
