SK_MATRICULA,CD_SETOR_x,TP_COMPORTAMENTO_x,NN_MEDIA_CONSUMO_x,NN_CONSUMO_DIARIO_x,NN_MORADORES_ANALISE_x,NM_CENARIO,TP_NOVO_COMPORTAMENTO,NN_NOVA_MEDIA_CONSUMO,NN_NOVO_CONSUMO_DIARIO,NN_NOVO_MORADORES_ANALISE,MUDOU_COMPORTAMENTO,TIPO_MUDANCA,NM_LOCALIDADE,NM_CATEGORIATARIFARIA,NM_SITUACAO_IMOVEL,NN_MORADORES,NN_MORADORES_ANALISE_y,ST_PISCINA,LAT_GEO,LONG_GEO,X,Y,CD_SETOR_ORIGINAL,CD_SETOR_y,NN_MEDIA_CONSUMO_y,NN_CONSUMO_DIARIO_y,TP_COMPORTAMENTO_y,VL_RENDA_MEDIA_RESPONSAVEL,NN_MEDIA_MORADORES_IBGE
83532B0318332D079D1109F0D0F725D5EE88B545CC02C08D1518293C1975C91A,S068,AMBIENTALISTA,2.4166666666666665,79.23497267759562,1.0,CVIII,PERDULARIO,4.360305154293329,142.9608247309288,1.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.948931,-38.37122,568200.9143984334,8568427.934764987,292740805090248,S068,2.4166666666666665,79.23497267759562,AMBIENTALISTA,4839.78,2.6
B8D1814741B825F9C6EA4E1811C8F3659CA150529634E722E62575B9D4BAC605,S068,MODERADO,3.583333333333333,117.4863387978142,1.0,CVIII,PERDULARIO,4.360348757344871,142.9622543391761,1.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.948851,-38.370736,568253.4353683726,8568436.652954184,292740805090248,S068,3.583333333333333,117.4863387978142,MODERADO,4839.78,2.6
C8444A37A63488C82BD1BB03D31551C77A672911FD93B8ACA48F17FD890A71BF,S068,MODERADO,3.083333333333333,101.0928961748634,1.0,CVIII,PERDULARIO,4.360348757344871,142.9622543391761,1.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.946939,-38.370438,568286.279882756,8568648.024976848,292740805090248,S068,3.083333333333333,101.0928961748634,MODERADO,4839.78,2.6
FEF158DF563EAF85A54BB37B1AB29E93277BEF8B4AE8A72EABCA8537B0BF21FD,S068,AMBIENTALISTA,3.0,98.36065573770492,1.0,CVIII,MODERADO,3.270261568008653,107.2216907543821,1.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.948237,-38.369912,568342.9815361915,8568504.336236024,292740805090248,S068,3.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
2E6D4DECB4A27E93CDA8F531B0E2E3646B2416E669CEE54ED10A2128977FBEDD,S068,MODERADO,6.916666666666667,113.3879781420765,2.0,CVIII,PERDULARIO,8.720697514689743,142.9622543391761,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948497,-38.370945,568230.8615719256,8568475.858248431,292740805090248,S068,6.916666666666667,113.3879781420765,MODERADO,4839.78,2.6
35468331FBBAE9B3DEF820308D8D74DB7CB751812CA02C6E8C0E381CEDA683D8,S068,MODERADO,7.083333333333333,116.12021857923496,2.0,CVIII,PERDULARIO,7.721450924464873,126.58116269614546,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948228,-38.371413,568180.1709359089,8568505.732293485,292740805090248,S068,7.083333333333333,116.12021857923496,MODERADO,4839.78,2.6
53593E9DC65AEA51D13BFBC643E6C5FD4CB9A4CA1F6E11CA8ED1F7688A4E46A3,S068,AMBIENTALISTA,6.0,98.36065573770492,2.0,CVIII,MODERADO,6.540457731439993,107.2206185481966,2.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948814,-38.370093,568323.1913103831,8568440.573111882,292740805090248,S068,6.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
588A34A9BB2FC0981DEB3FCA45B45E4FE64FCE296444BA9F9B5CA851FC4F26CC,S068,AMBIENTALISTA,5.333333333333333,87.43169398907104,2.0,CVIII,PERDULARIO,8.720697514689743,142.9622543391761,2.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.947733,-38.369885,568346.0475742688,8568560.067311093,292740805090248,S068,5.333333333333333,87.43169398907104,AMBIENTALISTA,4839.78,2.6
602B2ADEF6613BF8E604445EFCFA8E0686485E149EC776D46A0AAF0E95D30571,S068,AMBIENTALISTA,4.5,73.77049180327869,2.0,CVIII,PERDULARIO,7.630610325353526,125.09197254677912,2.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.94764,-38.369838,568351.1710086225,8568570.339789562,292740805090248,S068,4.5,73.77049180327869,AMBIENTALISTA,4839.78,2.6
60E0635CE11B08BD5A642F506E4C9BFE9288DC1BA2F8026A5D9D56ECD4B8B106,S068,MODERADO,7.333333333333333,120.21857923497268,2.0,CVIII,PERDULARIO,7.993972721798929,131.04873314424475,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948109,-38.372383,568074.9876309099,8568519.151176175,292740805090248,S068,7.333333333333333,120.21857923497268,MODERADO,4839.78,2.6
65D30DD2CBFB6FBC54984ED806F1A674D15C9F43B5FC31C36B75B3B1B6FCF14B,S068,MODERADO,6.666666666666667,109.2896174863388,2.0,CVIII,PERDULARIO,10.90076288573332,178.701030913661,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.949093,-38.370946,568230.5909378099,8568409.945781067,292740805090248,S068,6.666666666666667,109.2896174863388,MODERADO,4839.78,2.6
992B8E24ECEFA1A3BFB4C6EE8DAB1EAC32F3A2B684F6A1951615FE2DE92D4FB5,S068,MODERADO,6.833333333333333,112.02185792349728,2.0,CVIII,PERDULARIO,7.448854638584435,122.112371124335,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948753,-38.371304,568191.8513725533,8568447.642516375,292740805090248,S068,6.833333333333333,112.02185792349728,MODERADO,4839.78,2.6
9E259B219560A153283AF6370CED858C4E58FCB687F483E755BC42F6C7625DBD,S068,MODERADO,7.25,118.85245901639344,2.0,CVIII,PERDULARIO,7.903132122687579,129.55954299487834,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.94769,-38.370121,568320.4603805371,8568564.885830432,292740805090248,S068,7.25,118.85245901639344,MODERADO,4839.78,2.6
CA8B7A1AA698AB15A3BECB7F59BA9DAC302928C2053AD442219FF09D1862B03D,S068,AMBIENTALISTA,5.333333333333333,87.43169398907104,2.0,CVIII,MODERADO,6.540523136017307,107.2216907543821,2.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.949222,-38.369821,568352.5837970714,8568395.37893131,292740805090248,S068,5.333333333333333,87.43169398907104,AMBIENTALISTA,4839.78,2.6
EE82D6A6C25FB4896900A4BF05DC498734C3F842D17E7AA43E4AE7833ABFE951,S068,MODERADO,7.0,114.75409836065572,2.0,CVIII,PERDULARIO,8.720697514689743,142.9622543391761,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.947496,-38.370182,568313.8965570879,8568586.356945626,292740805090248,S068,7.0,114.75409836065572,MODERADO,4839.78,2.6
FDF008AD7F92A715A70FB19E26EF3FE582ED6310C4A9800F5B7F230091A8521D,S068,AMBIENTALISTA,5.666666666666667,92.89617486338798,2.0,CVIII,PERDULARIO,7.630610325353526,125.09197254677912,2.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948059,-38.37235,568078.580705686,8568524.67198006,292740805090248,S068,5.666666666666667,92.89617486338798,AMBIENTALISTA,4839.78,2.6
04112CB1CEA3F75692D52AC4069E6624064ACE44F2045157CA99FF06BD312ACC,S068,AMBIENTALISTA,8.166666666666666,89.25318761384335,3.0,CVIII,PERDULARIO,15.26106804002665,166.78762885275026,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.948142,-38.371114,568212.6267717009,8568515.163441118,292740805090248,S068,8.166666666666666,89.25318761384335,AMBIENTALISTA,4839.78,2.6
04BA65F5AFF7E6E1F910EE7540CC1601A252D6E28F69421D4AA528A9C5D76BDC,S068,AMBIENTALISTA,7.416666666666667,81.05646630236794,3.0,CVIII,PERDULARIO,11.99083917430665,131.04742267001802,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.94737,-38.369986,568335.191018714,8568600.23914522,292740805090248,S068,7.416666666666667,81.05646630236794,AMBIENTALISTA,4839.78,2.6
1C3580F95FBB450144FA5C5E286947744E469D50C4B430B5A9D79FDF1A655598,S068,AMBIENTALISTA,6.833333333333333,74.68123861566485,3.0,CVIII,PERDULARIO,13.081046272034614,142.96225433917613,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,1,-12.94935,-38.371154,568207.9594091661,8568381.579179576,292740805090248,S068,6.833333333333333,74.68123861566485,AMBIENTALISTA,4839.78,2.6
3E25426DFE4230696FD79D8C3BE60907F8EFCF20F8BD4A9DEC4B29DF1E0FF6C8,S068,AMBIENTALISTA,8.0,87.43169398907104,3.0,CVIII,PERDULARIO,11.990959082698394,131.04873314424475,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.947691,-38.370996,568225.5488962289,8568565.008872075,292740805090248,S068,8.0,87.43169398907104,AMBIENTALISTA,4839.78,2.6
4D785F7FF7AB2A7544E9C4E853CB6652E2C149850F5A59A4F77A8C1FF40B2C8E,S068,AMBIENTALISTA,8.416666666666666,91.9854280510018,3.0,CVIII,MODERADO,9.810784704025966,107.22169075438214,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.948057,-38.371223,568200.8266850484,8568524.592823017,292740805090248,S068,8.416666666666666,91.9854280510018,AMBIENTALISTA,4839.78,2.6
6562CCE67E28F11B814218D56FEBD7081CDB6513C05BF85280C1F060EC1EE83E,S068,MODERADO,10.0,109.2896174863388,3.0,CVIII,PERDULARIO,11.990959082698394,131.04873314424475,3.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.946991,-38.370778,568249.3858368903,8568642.364973253,292740805090248,S068,10.0,109.2896174863388,MODERADO,4839.78,2.6
74F0F9D17BCDBDADF573CF4786D4C674EFADA26B8E4165DD7D60499E8B03594D,S068,MODERADO,9.916666666666666,108.37887067395263,3.0,CVIII,PERDULARIO,14.170991751453316,154.8742267918395,3.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.947532,-38.371523,568168.4284545725,8568582.733528027,292740805090248,S068,9.916666666666666,108.37887067395263,MODERADO,4839.78,2.6
86B14BAE328025F59AB120A74F251B510ECE6A32700ECADD2E17A89AE027DBB1,S068,AMBIENTALISTA,5.166666666666667,56.46630236794172,3.0,CVIII,MODERADO,10.90076288573332,119.13402060910732,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.948662,-38.371418,568179.5105928872,8568457.736775167,292740805090248,S068,5.166666666666667,56.46630236794172,AMBIENTALISTA,4839.78,2.6
8ADA71B84F2A7CCF705EE308A3CDC31B5316C3441E774FA66DD08EA6616A19F9,S068,AMBIENTALISTA,7.166666666666667,78.32422586520948,3.0,CVIII,MODERADO,9.810784704025966,107.22169075438214,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.948798,-38.371272,568195.3101584187,8568442.657348987,292740805090248,S068,7.166666666666667,78.32422586520948,AMBIENTALISTA,4839.78,2.6
C8026DC3194B75C47AB826AFB94717C45DCD8D59D8058139C8659F8A96D29000,S068,MODERADO,10.166666666666666,111.1111111111111,3.0,CVIII,PERDULARIO,14.17113346137083,154.87577553410745,3.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.947883,-38.372014,568115.0743504955,8568544.046652187,292740805090248,S068,10.166666666666666,111.1111111111111,MODERADO,4839.78,2.6
0435515B6ACAC87E5EF64F278DB0E01E68A49F0FB0BF24B59964B918E863B91E,S068,AMBIENTALISTA,11.75,96.31147540983606,4.0,CVIII,PERDULARIO,18.531296905746636,151.89587627661174,4.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.948311,-38.372188,568096.0843799973,8568496.759705544,292740805090248,S068,11.75,96.31147540983606,AMBIENTALISTA,4839.78,2.6
160042B79882E0E8D1E154310081F2F1F9A933DD19F5965EBA8CDA7156BC55B8,S068,AMBIENTALISTA,11.5,94.2622950819672,4.0,CVIII,MODERADO,12.5360026773665,102.7541203062828,4.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.948581,-38.372325,568081.1507363154,8568466.93640102,292740805090248,S068,11.5,94.2622950819672,AMBIENTALISTA,4839.78,2.6
40CE1BEF578800CE6D806D10050531CA7B6E93F2B825A18106007759E20566AA,S068,AMBIENTALISTA,11.5,94.2622950819672,4.0,CVIII,MODERADO,12.5360026773665,102.7541203062828,4.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.947444,-38.369926,568341.6790600659,8568592.039313218,292740805090248,S068,11.5,94.2622950819672,AMBIENTALISTA,4839.78,2.6
443617AD1CB669C4E98830497F4B870E1FF7A3C6D9364AECF6EDB197A8286BF1,S068,AMBIENTALISTA,12.0,98.36065573770492,4.0,CVIII,MODERADO,13.081046272034614,107.2216907543821,4.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.948446,-38.370753,568251.7016159778,8568481.447186949,292740805090248,S068,12.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
47C96630FFB0A3064E3C5A37AADBF55142B88624A35BF51539C24990CFA432BE,S068,AMBIENTALISTA,8.833333333333334,72.40437158469946,4.0,CVIII,PERDULARIO,34.88279005875897,285.9245086783522,4.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.947686,-38.370077,568325.2341487845,8568565.316440802,292740805090248,S068,8.833333333333334,72.40437158469946,AMBIENTALISTA,4839.78,2.6
4E475D606DA3BF9A7BC9EDBB06293553ADF06C1F3212C848162F27A6072C3EFA,S068,MODERADO,13.416666666666666,109.9726775956284,4.0,CVIII,PERDULARIO,17.441395029379485,142.9622543391761,4.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.947888,-38.372398,568073.4205738114,8568543.595957901,292740805090248,S068,13.416666666666666,109.9726775956284,MODERADO,4839.78,2.6
6988AB9D370B7768026C3189E72D580AC666A7FF2ED7F65C1C3E245F0646576B,S068,MODERADO,14.5,118.85245901639344,4.0,CVIII,PERDULARIO,15.806106184313313,129.5582474124042,4.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.947389,-38.371645,568155.2339752663,8568598.580678783,292740805090248,S068,14.5,118.85245901639344,MODERADO,4839.78,2.6
760459B6FC4F17E08FC3BE3FEE92865CBDDD3FFAA12BC36A3065F4C277DAD388,S068,AMBIENTALISTA,9.916666666666666,81.28415300546447,4.0,CVIII,PERDULARIO,18.53148221871569,151.89739523537452,4.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.949127,-38.371059,568218.3246526582,8568406.215812478,292740805090248,S068,9.916666666666666,81.28415300546447,AMBIENTALISTA,4839.78,2.6
7810C193DDDDDA14A4DA9916996819CD829BC85E1165AC9F24059AC005A04D7C,S068,AMBIENTALISTA,9.916666666666666,81.28415300546447,4.0,CVIII,MODERADO,13.081046272034614,107.2216907543821,4.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.946953,-38.370665,568261.6533183726,8568646.537299883,292740805090248,S068,9.916666666666666,81.28415300546447,AMBIENTALISTA,4839.78,2.6
B6A5B7F2B6C2E5CA6B33E4C62E3EAAF25BC601DF7D30A5F1A2CE8F82A649F273,S068,MODERADO,14.416666666666666,118.16939890710384,4.0,CVIII,PERDULARIO,17.441395029379485,142.9622543391761,4.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.947774,-38.371456,568175.6301588675,8568555.952445427,292740805090248,S068,14.416666666666666,118.16939890710384,MODERADO,4839.78,2.6
CC5C478F99043C74D118CD14B01858A6266FED34987367EF5F1F1C8A9C8DB297,S068,AMBIENTALISTA,11.916666666666666,97.67759562841528,4.0,CVIII,MODERADO,12.99020567292326,106.47709567969883,4.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.948196,-38.37224,568090.4751822987,8568509.4916119,292740805090248,S068,11.916666666666666,97.67759562841528,AMBIENTALISTA,4839.78,2.6
F16493E2C4D0B3FB709F02245B6BAD6872F88A4ACD9155765C1B156F8B903836,S068,AMBIENTALISTA,12.166666666666666,99.72677595628414,4.0,CVIII,PERDULARIO,27.252179733405452,223.37852240496275,4.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.948085,-38.371304,568192.0330187645,8568521.517856099,292740805090248,S068,12.166666666666666,99.72677595628414,AMBIENTALISTA,4839.78,2.6
0F10D08E50359088761E8B6D6851B2E66BF195B0C03C349313E99CFC59CC3424,S068,AMBIENTALISTA,13.0,85.24590163934427,5.0,CVIII,MODERADO,17.441395029379485,114.36980347134087,5.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,5,5,0,-12.94779,-38.371539,568166.6228079606,8568554.20510524,292740805090248,S068,13.0,85.24590163934427,AMBIENTALISTA,4839.78,2.6
33D80215F35EAFDF9E8B50B8F54D855068A48611625199E9563C2661D8662501,S068,AMBIENTALISTA,14.333333333333334,93.98907103825138,5.0,CVIII,PERDULARIO,32.702615680086524,214.44338150876408,5.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,5,5,0,-12.94913,-38.372177,568097.0551434874,8568406.182082085,292740805090248,S068,14.333333333333334,93.98907103825138,AMBIENTALISTA,4839.78,2.6
396CA3D6D86E0D325960B9D762F1FDACF69233B5838203FBC9CD88F7765D4B36,S068,MODERADO,17.833333333333332,116.93989071038251,5.0,CVIII,PERDULARIO,19.621373194319983,128.66474225783597,5.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,5,5,0,-12.948955,-38.369959,568337.6877959004,8568424.943847768,292740805090248,S068,17.833333333333332,116.93989071038251,MODERADO,4839.78,2.6
7F729B7D12BC63F3335B0F0EB89D4AEBCEAA9194A025978E41B5E5968A665327,S068,AMBIENTALISTA,14.333333333333334,67.13505074160813,7.0,CVIII,PERDULARIO,34.88279005875897,163.38543353048698,7.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,7,7,0,-12.94691,-38.370815,568245.3944781024,8568651.332786044,292740805090248,S068,14.333333333333334,67.13505074160813,AMBIENTALISTA,4839.78,2.6
C1E52D1D724979DB7E42D1F2CAF7B12D441E4CBD903B47E3203BE50516196CA0,S068,MODERADO,7.333333333333333,120.21857923497268,2.0,CVIII,PERDULARIO,9.810686597159991,160.83092782229497,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.946962,-38.370264,568305.1474485231,8568645.434892181,292740805090248,S068,7.333333333333333,120.21857923497268,MODERADO,4839.78,2.6
23C83786A116320B5FB091AA3CA8065CA9F3F68C19D7EF8627B0A9FB793AF2BA,S068,AMBIENTALISTA,8.75,95.62841530054644,3.0,CVIII,PERDULARIO,15.261220650707052,166.78929672903885,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.948612,-38.371358,568186.0323594642,8568463.25036592,292740805090248,S068,8.75,95.62841530054644,AMBIENTALISTA,4839.78,2.6
389D143CFDBEA6DBF5377645EF41C7D84D25E41C6BEBE0004D9A6CC70DFA8D31,S068,AMBIENTALISTA,12.0,98.36065573770492,4.0,CVIII,MODERADO,13.081046272034614,107.2216907543821,4.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,4,4,0,-12.948841,-38.369952,568338.4781491581,8568437.549448311,292740805090248,S068,12.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
53ADC2719253BA1AF214E3FE18DD687808704161B43BB8DF4253D0C46D0E0277,S068,MODERADO,24.75,115.92505854800936,7.0,CVIII,PERDULARIO,26.979388142189947,126.36715757466015,7.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,7,7,0,-12.948077,-38.371448,568176.4155466461,8568522.440991199,292740805090248,S068,24.75,115.92505854800936,MODERADO,4839.78,2.6
4E7BE0F80431B3902CF2FBF1BE6263F95E66009D7E344F1E21283871E891BBEF,S068,MODERADO,27.83333333333333,101.39647844565876,9.0,CVIII,PERDULARIO,39.243138816103865,142.96225433917618,9.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,9,9,0,-12.949137,-38.370763,568250.4288521756,8568405.030895296,292740805090248,S068,27.83333333333333,101.39647844565876,MODERADO,4839.78,2.6
