SK_MATRICULA;LAT_GEO;LONG_GEO
64964DBF7C626EAAE1D83CF26FB5C23735BD50D5B71219974DC4EE1AD7144925;-12.945944615666575;-38.3757072002044
4AB888782FE8D8AB459EE72F7B86D544E5E008473CBB7E547FC6B9F20C3EBD00;-12.947939874988322;-38.37469260078914
B6D90D79B8A92A6385C1CF41BB237F6B969884BEDF96416EB94A5F767E1AF6DE;-12.943848349447322;-38.37529500402608
A56C4B6CDDEE1594066242912A843B0A527C498340F8996E4FCAE0CE25CF71E3;-12.945717359824835;-38.375237360596486
E2130C9A3A48408F8A432F280BA302664B2D93DA6CA65ED9437073F7D462E9FC;-12.944851074951888;-38.37517161424057
199A1A0BE63216FD34F62DAAAC92432DC172F402E9894E1BB0E5211B74BF0C56;-12.944993709503382;-38.375237665591314
D419CEE2F17C9F83360E8F512FD07111AD2AD91179C79627CC680940E87C099C;-12.942171467674894;-38.37517632609706
12B24ABF8502DC0AF9C28B88D2394C1505DE389860CFA5E2883C19E130642D03;-12.943390720043764;-38.37505151764922
4BD1805CB2093E5E320266C9C03D01CA3DE5D16D9E196820B8DB46F6B8F935CE;-12.94605586707724;-38.37492417162347
8EACA7CAFF7BC97AEF3E630A98F9E90072D66D55909325514ACB7CF15954F57A;-12.947168046814712;-38.37498028050081
823C98BC8A0AD3C1BA570ECBC6B672F57C99E67CBC258833FB3A74E95BE52F3E;-12.94695717748147;-38.37496484381555
6333FFB891BA559502AC464BB3A53AABB50984891473B33D9963171A0009A049;-12.944456897022988;-38.37491337302523
D719A3291BBD443397800DEE404CF4A1374ED85F2983C63B73F880344308985B;-12.94221698703203;-38.37497308538263
613D8152FDEE050CAB809247C120BA84296530D70DE2098926B74E511696E861;-12.944159001890796;-38.37489410675041
F0B7E10520677232A972B825420F8C5575E3044541BB9D7F0B953C054BCD3984;-12.94545885418939;-38.375627755784464
5CF91D4202F3EDC06AD6C7895AC02EF35B563228ADED258CDFD261DB1BBCF5FF;-12.945849424269923;-38.37555953737978
C37423F984205435661C51D700FD038065F0C27B2057A5143EE64CCC1E5EC061;-12.946760930561245;-38.37492426929158
09B6C04F792BDE5C0132279411200F7589372516EBA8A4775EB822E3F3DCDB37;-12.946038564869745;-38.37490745685521
2118F06F88C067D44D7B6E8C1EE668BA3D6B8F6115AC38322C3D7E66A75110F3;-12.944078095434987;-38.374807475634135
9527A2C937FC124DE1852B1C8C1D151AFB08E1B6E89B73C0D34D78910599E87E;-12.94712601172409;-38.37487133890298
1BFEEEC9B7A24BEF2A053158037410A6A2E90C1CB0C866E09B24EE9CFBBB8A98;-12.94431508368894;-38.37478028426599
2DEA4A864E7B2F8ADE2B210CC7181C6661257B34B9D3F264C772608583FB05D2;-12.943518144393389;-38.374895844061825
4780EF5CC0DFC0A1353A6C8819638286DCB32777F5DD50B549B92EC2DB81966C;-12.941503003667123;-38.37552386436028
59333D4FCB58FD1B4073DFFAB3574B63310A5AF67A6D5D50301375DEC1A2E1A3;-12.94561138311794;-38.37540078751107
B6108408F01CDDED25F115BBED27A12181F1FB3C54597B09D69F52DE29091B2A;-12.942150340706794;-38.37554604488283
98123CAAAC269D474611928EAE72CC92188FB0A884AD679D7A21BD8518DAAD2E;-12.94171965281647;-38.374783766096655
28CD4960136818271562F6207F8A227C52D8EE703CE12CF639A0634CB7ADE4BA;-12.944292423029998;-38.37465404084703
7E3E8B5EAEA80D35E50BA06D48D637B0FB05911DFA1DAAE0181679DF1778DBA6;-12.946267399875413;-38.37477301569893
B39EFC8F0EDD142B6FB0AB7468A5501957E0001C9EAF5D943B1E962DDCF64DB0;-12.947666593688101;-38.374798223759626
63F4C20385599C06D7D3BCDEF8AA8D04B72F2C497CE057B37A9D7168E16E28D8;-12.946596406599225;-38.37464780095953
B77E24C0E797F10D02A1FCF90C9E4C66AABBB78A358938FB51D3B88B0BDF616F;-12.94711338091604;-38.37475963744281
F17B8481E32362A44FF6EBFAD9EEAF52446EBF35BA6667D6253647004771CCBE;-12.946559626257871;-38.374653598818064
E72993A0F05DC127A57D61A92CE5DC2B1710BF4D209EF6D67AC4C1FFE2DA8B78;-12.947471364958998;-38.37475695298722
146DFE53589F1ECDDBB65138459EEE97AF84B6468A49AEE3C241112731AAE67F;-12.943941908828585;-38.37533706081471
2ABF3BD446F5882CEF5D5C99CCFCFB23495A6CEB675E7570BC7886EF8C3CBFFA;-12.941941440665783;-38.37541895428887
6156D8CAAFFF355FEE597AEA9118A070A6A32E57B54BC7CC837829FF97A64D6E;-12.946259017898177;-38.37465030184945
8748471D2D3FC2C52A3B4EE0EF7DB3837B4D54BA403168F9E70D13D395F9C504;-12.94460413455972;-38.3745676766969
C54AB46B7E2898425018250812E43A536409B473050F531416E0BF1D8C541231;-12.946506038749938;-38.37459183644562
F4582660D68B37044747630E5DE1DFD0CF6BEB362FBD7AE1D74B231EA412A374;-12.946105924694931;-38.374643935134905
9E8E01D88EEBA29A54768364EFF76480ACDB88D5D018B04FF3A1E67018AC1A2C;-12.9476788131944;-38.37456468984642
DC485CDA09E6560A71BC88A4A88D6D5BD86F0F5DB06032FC83C9362DE90DC06B;-12.946637342736498;-38.37464192035405
8B4653517F52A321EA2FFA5F9DA0FB688EA01FE56CF27C37018E743F86472153;-12.944414499435387;-38.37454500132753
77F6C58DB4568B5FC0EC147CA1397B8D09EB57F76801EDF3A41DADC2543847E8;-12.943564461587048;-38.37460197656734
117B1C1B8DA373539FED3F8FB3E8DF1450C2F59FD55B2DF5A0475E6150D6E324;-12.944603883761;-38.37520843769349
421FBE92F8E8B483819A09FA0B40947FB4A4A4FBDF4F801D59BD2BBE1B1CB1A5;-12.941695830620109;-38.37523956064332
FB656201C2FDAA40A1864857FB1D4C273CC677B4D0C24E6C8C47F4E9F0B6E742;-12.94467680776473;-38.37531471002135
F7FAFA7640B4B6957DEE34E6B20DC9BD06EB24CB2DDF542336CF444305976FBF;-12.94236102985776;-38.37522636263786
1CEF89D154B703D0BC31D45A9F21B26EBCC47ED0D00DC9B2921BE1B9A604254E;-12.944099697293792;-38.375085840050346
AC367CACD872B46AA87824C22FC7F36324EA9431A83D27C3F279F33641A79A0C;-12.94499458378365;-38.3750752689815
47F490AA0624409BDD665BB8D40FEC303A56FD165BEF423EC824333BC02222D4;-12.941828423172394;-38.375194757749426
AE1D99ECDA232A8A0573E50C3A1385DEE87AD877CD52988AE80D0692D8D4E704;-12.943415407450233;-38.37507552682205
